puuid,region,league,summoner_name,matches,wins,kills,deaths,assists,losses,winrate,matches_month,kda,leaguePoints
T8vkAzP_nhZM-yuzX5gMnDyspgIqCH66wz5Ob11wDSpP8JvOaLQDRuAhbU5Oz_kO223m8kalSCpajg,na,challenger,,1,0,0.0,7.0,2.0,1,0.0,1,0.2857142857142857,
T9h19Pm9ZWhFlqLsuY11fro0katfMXv0JfLpU6XpNKObcu4p0K9crOcJlmrVenIv3jWUjelSg4oUdg,na,master,,1,0,12.0,15.0,4.0,1,0.0,1,1.0666666666666669,
TA-qLKWsPrE_S8JMwqm2O7iEv55-8j8YH_T2ybTYgOqp5k9p76Gl2IxknKRyL339w7W0Peh0_kc8_A,na,master,,1,0,2.0,8.0,11.0,1,0.0,1,1.625,
TA8lsss8kAmRt3VmLUH0hlt6PNxl6T9_xnnhiurhHVy19vE4vbZp0uXjpu8mPloUJo1FMqs-4aM5Nw,na,grandmaster,,1,0,11.0,5.0,9.0,1,0.0,1,4.0,
TANVxP-0kTfv_ISKj9ghsQ-VV5mD38vFKTB-XweIN5HQJbhMgkFbAXNLKrpeZ0mnF9lRfizRWGxCUg,na,challenger,,1,0,6.0,7.0,10.0,1,0.0,1,2.2857142857142856,
TAi4X-NolMw2qbGh0lfv6uNMgzuG_kjVx-f0h2dxzwhwbs3anC2zQIN9s5LTAhU48aLQ3Smt2KCnuA,na,challenger,,10,4,4.0,6.7,3.2,6,0.4,12,1.0746268656716418,
TB3Jyag-cRBpRm4HGjLDgPUHRUXeOaJOloqzWkZguLH7o1iXI_SU4GJ3j1xpj--Z9b_IL5LAVB5p-g,euw,grandmaster,,1,0,1.0,3.0,1.0,1,0.0,2,0.6666666666666666,
TBLlttZyDkGiPpKIqWrvRX0GqHohhaupT59voo7m4iliuPtjAUGskmsFjqT5Lp8CiYhK-H1wtHL8OQ,euw,master,,1,1,7.0,10.0,13.0,0,1.0,1,2.0,
TBinkGXq-d9qu4olXRZLcA0_YNyxcNs2EnUOke1AsTfWh6vVNaHmKhHU7NZ4Uhs8A0VbpR26SkjgCw,euw,grandmaster,,7,1,2.571428571428572,4.571428571428571,7.571428571428571,6,0.1428571428571428,7,2.21875,
TCJiU72ltL6fvFuZfe_144vMqGEFmzpvY0InAKRACtZvIZSx6mAK6uQ0j3i7p45IK2CtcdWseLloGw,euw,master,,2,0,6.5,8.0,4.0,2,0.0,2,1.3125,
TDDiOJBh8DnmaZzpnah7ICQ9P45u5skj18KnPhX-CEV_YVnwpqcdaUGke3SS7qOiu8WARGtNL-d9jw,euw,challenger,,1,1,5.0,10.0,17.0,0,1.0,1,2.2,
TDQBNSzyT_xAIZg9U7JqFdPkWqUAnxRM0InWWriy6LjBXNqMGYo3TOgbet7Y42BjOWLAzZf20Qr-Jg,euw,challenger,,3,0,5.333333333333333,8.0,3.333333333333333,3,0.0,5,1.0833333333333333,
TDRwZq4guMdlY5QkAJt2WoDauqInzVK7cR6njjkruUL163HzshvA5EuT0Zk55VVYgZnC29B_PyC8JA,na,challenger,,1,0,2.0,9.0,2.0,1,0.0,1,0.4444444444444444,
TDZwgcgnOacMuEbZ4NjJMMNPpx7V2LLXG6cPhGw_FGHnOkR7r59z_XP6PAkaRcdOcckTo9Tnm7geVA,euw,challenger,,1,1,16.0,7.0,9.0,0,1.0,1,3.571428571428572,
TEiojZvbqC21WONzSIr_fmT_aGjZ4JYoJUjYAgx_lMTpnV9Gbr2IDysZvcBzxXioSVsP3ziJLdR1Pw,euw,challenger,,2,0,5.5,6.0,9.0,2,0.0,3,2.4166666666666665,
TEmfJqgvjm-kfSJeDaD7vShAnVUOdlc3fu_FeLjv971NQKmVMqPxDs0G0HX6EfB83fsKTODvcQ-6Yw,na,challenger,,1,0,8.0,13.0,1.0,1,0.0,1,0.6923076923076923,
TEpExwx5UwRlpb9oyhq79dZ8ks6TcYgDDPq8u7oMybHxdNeWmBwBJ13uyCkTkeCZvApUB8yPrMZP6g,na,grandmaster,,1,0,6.0,12.0,9.0,1,0.0,1,1.25,
TF08CDfidO7PVSIX1pJozCkoYYRtWUuJVT0J_BGWIrIzzMweflzr0GVYGLPZzMaZ0r0naXvLgYL01w,euw,challenger,,1,1,16.0,12.0,13.0,0,1.0,1,2.4166666666666665,
TFQDKgWdgaWeYvdvwLib9BDb22fBtjl4OTDWrGHadtNUxi1n9pFadJdAB5X1jnCHGWbcUD9yAzF09Q,na,grandmaster,,1,0,13.0,8.0,5.0,1,0.0,1,2.25,
TFSp23XUp0sKsCU27j7v0KBcTrirAUmgtUZaKUzV15XZv5SHrh2gYsl-GPT0lvUPQEvyksA25DXRpA,na,challenger,,19,5,4.2105263157894735,4.842105263157895,4.842105263157895,14,0.2631578947368421,23,1.869565217391304,
TFYW_g98ibI2QrjrmawQ_4t23EXKLpaoecYi2A1Hud-HrRoVBASMysl6fRfkw4PoDYP6mBinEH4LhQ,euw,challenger,,2,2,8.5,5.0,6.5,0,1.0,2,3.0,2662.0
TFcpIQTTSkVSwW787SgQtS8ApG1Q0ailGSWEP0LPi1GZxNcHalDWIC1849XIHU02qZnqhFUdTwA-VA,euw,challenger,,1,0,5.0,7.0,3.0,1,0.0,1,1.1428571428571428,
TFk4MA2urGNzBqlB9pEwRMpBgNR4QUpXQvS3mkIjrl0LLc7wvB9JVvZ7-wcx6sTPY0lHtsGbmOFfUA,euw,challenger,,5,3,3.4,8.2,10.6,2,0.6,6,1.707317073170732,2526.0
TG0Ei12OX99CIRa3ORnmbtxDDyB5IUB57e-YpsmifIwNPKGLuUxVZzbQUB7NlcAeGiVugGHGvado1g,na,grandmaster,,2,1,4.5,6.0,10.0,1,0.5,2,2.4166666666666665,
TG4PTh7zhPZhVboEheu_gPuJlAa1Ae3uk5uvc-tTy9M8iNXBLL-8ZmEzDlS9neEeVoAdOYsudCTanw,euw,challenger,,2,1,7.0,5.5,5.0,1,0.5,3,2.1818181818181817,
TG9btVoKi4anifMIuarsY4y4zlKdFSFhj4BPqrNCYz_8wGOoGt1CTOZCq0zD7VPxNLGOoTohlIGgMg,na,challenger,,1,0,5.0,7.0,10.0,1,0.0,1,2.142857142857143,
TGCu61xumx64SYES9AKaiW7fFo5JbETU9OPIqnjP5Okd8kh3s8fBM8Tmj9PGZV7bnCu36YYp5PKFdA,euw,grandmaster,,1,0,5.0,8.0,6.0,1,0.0,1,1.375,
TGDQS8DJ8AwYnPcTlEYI1C7wmKKhglMsZykcyibKu-obSaQR5cJpoyPCytk6iE0MbmUTOVjqLC46RA,na,challenger,,1,0,6.0,8.0,9.0,1,0.0,1,1.875,
TGPHi4KyYJk2V1MMXlyu1noJ9nbxMZBaWlCpOI7veDQhPWfdorNVRc01gf8YN8QzmbOnktyO_ikOZQ,na,challenger,,1,0,2.0,6.0,11.0,1,0.0,1,2.1666666666666665,
TGYhaLliBo_bpgbwK6At1Jkrh9CQ6bKoba53Q63aBhqtV4G7ULFUbxldj0Bx-2f1Um6yKYOXvvSGiw,euw,challenger,,2,2,8.5,2.5,8.0,0,1.0,3,6.6,
THOsiVpfnJ5BYqN2-SSUM8-jeL4RD9S1POGl4WE-w-Y4Xy_jlA7ixwqBZ7-doJrLxbgHg26K34mDKQ,euw,grandmaster,,1,0,11.0,11.0,9.0,1,0.0,1,1.818181818181818,
TH_BE7NE7FMSpXydNC2QGIPIDC1-dF_ozMuzb5OWf3O487HLoju-9ckuFBzsHCrvYSQRSVeYJnY_aA,euw,challenger,,8,4,6.375,5.375,6.25,4,0.5,10,2.3488372093023258,
THqdv3LhQ_EkpN84pupvuCD5Xfn43DJmglROunCNHI-evvmNdq5zWZaCI8SCHiqTNVBHqLDzppvm-A,na,challenger,,1,1,9.0,9.0,8.0,0,1.0,1,1.8888888888888888,
TI-4-iYz-1znSQvDY_5skRrGOaj_NSZALnvEBcuHx6jPm9FdLc1lFHu8zGMvF3wY2R6c4gQHxwGREA,euw,grandmaster,,1,0,3.0,9.0,2.0,1,0.0,1,0.5555555555555556,
TIYxbYS9L0A_1y6QR3C0ecNv8_9QB03qRIOVwUYBkYYiyK1TI5NjN65oFhaZ3vcTYy3YyavZJBFqRg,na,grandmaster,,1,0,4.0,7.0,3.0,1,0.0,1,1.0,
TJG7PJ8n1JG4yM_XdaDxVwS6m7_e6g9sCJAb0w7BzQlqMiXHVv8Sulv-fcyehgw5P5DHe3EL8hxXYw,na,master,,2,0,2.0,5.0,8.0,2,0.0,2,2.0,
TJOUxSrWagUYRzi8Pl-EAwIzlwGK9q7w2kp7MAFvOGgB24Du8F0EI7dZs_KKeVzI3q1Vi6iyZCuuIA,na,grandmaster,,1,1,7.0,9.0,15.0,0,1.0,1,2.4444444444444446,
TJpkPFS7fLj2R1kqjs3zvPFQZc6lqOXf7rC86ckbjjR2EAiRjycaQ__urgfiRNSiwuL64JWPTc6ddQ,na,challenger,,2,1,15.5,7.5,9.5,1,0.5,2,3.333333333333333,
TK-oGJ3ShOSiiG-IRogG6vA8pzeXC_PECw7EWm60hiV0eI7tyYQOkG2OWvYDRHaOgHRL_tdGuD1p7A,euw,grandmaster,,4,3,8.0,5.75,7.0,1,0.75,4,2.608695652173913,1532.0
TK08G_kYTtQvy1Gmw3ANx70GRrHmWwolXg1y66hTPNDDJgFtXCiZg2FHL4__nfnrgA1utDRwW_t00A,na,challenger,,1,1,11.0,4.0,19.0,0,1.0,1,7.5,
TK2iF54NbYRFxQslxmCzPL2sQ1id_xXo53SePQvqVTphGu3_jVMvRu9HehvtVoO15gxCpk7EOy5QBA,na,grandmaster,,3,0,1.0,2.6666666666666665,2.0,3,0.0,3,1.125,751.0
TKa5400nkgse1M0sJSYUvuXW9Z01jnibNcO-xvP4To0vCSDm92B9A_xq05zLaQSYASHJX31GMT2sBQ,na,challenger,,1,0,11.0,10.0,7.0,1,0.0,1,1.8,
TL2x2uExdyq1t4QMC03RAr7wc-z5cMhVi-JYj2f0JZoEcyGHHigcunJ3et-7F7zAD7ID36DYpqb-Fg,euw,master,,2,1,4.5,5.5,5.5,1,0.5,2,1.818181818181818,
TLVglNebaI2dk4ApJDSL1yrYm8Ogr1TXxgq9GPhDO-9v5UaxCmIvXM_4MvJh3ljhVHr7DawZgKfIng,na,grandmaster,,1,1,8.0,6.0,8.0,0,1.0,1,2.6666666666666665,
TLYKva2tYaIeCq3tkb2oedcC-hIGFtuXghwjXaMWnWhVbLb_yqWXMFId-efzTV0MtlMD07xJWzWXCw,na,challenger,,1,1,0.0,6.0,22.0,0,1.0,1,3.6666666666666665,
TLYfDQlwNZZo58yLwdZfExBE60XiZneHJx09U2YcALrazkCnmoL612LFYbh3chVyP3YpoAsUle_Z_g,euw,challenger,,1,1,11.0,5.0,28.0,0,1.0,1,7.8,
TMGCeR-z4pirHiXh30mmiV1gqITKHkwd_DJhB6_3eQ15gwm6SDE0G_Xgd_06j1PN_mb4b7_hugGMCg,na,master,,1,0,7.0,8.0,4.0,1,0.0,1,1.375,
TMXe-lDmsJQJoHwzrkm60ywyH65nkj7HYFfM8U-lBegu58ctMTlGKdi7rm6k22CtysfEV8tRGstgIw,na,challenger,,6,5,7.833333333333333,3.333333333333333,7.5,1,0.8333333333333334,6,4.6,922.0
TMdU86JLZX9sUBqYqham6mlIDmmekyushGf1LlZixm4XaYwGzkmvY3tnMCkmqSTxOb8XZxlKK5z-dQ,euw,grandmaster,,2,0,1.5,3.0,11.5,2,0.0,2,4.333333333333333,
TMfHRwMJyR_kum3NF2uVje-VNcsfhvN0SDR5kA9RQfY-5Zzp2vONK16T9YORvVnKTUQ5ek_s0i1E1w,na,master,,1,0,5.0,15.0,7.0,1,0.0,1,0.8,
TMgoi35z0mngN1OIhb0Nl-4B2uN2FKjl9bObXYhGy3M5hJaa1YZvosxcMveJj9hDNoyPamHFj7Xsgg,na,grandmaster,,2,1,6.5,11.0,7.0,1,0.5,2,1.2272727272727273,
TNJV-WqAFGLyzafUUeyNid2meOq5lUSLMXbLpc-7ZDG9lnO1wWy3D9CTefO4ptfFhQVrCIP3SR5u5g,na,challenger,,1,1,20.0,9.0,17.0,0,1.0,1,4.111111111111111,
TNXyi4-nGZpQYDBlbJpadRz2fSsC3S9DQ9oMoVClBWkhIXZhP8l66y_6piB5W7Al-QTSTIB12ay4Tg,euw,grandmaster,,1,1,7.0,7.0,16.0,0,1.0,1,3.2857142857142856,
TNZcA_sfFrHG9yQNFQ6tDVRAKtdlWYytUS3hdydt-j-q1tZ8HjG5LEdvBL80YtTChzV2C9I8IyP4bg,euw,grandmaster,,1,0,0.0,6.0,16.0,1,0.0,1,2.6666666666666665,
TNhK8qo0amZks5-AdLlZsWhnJ533x4Q6OHKCdrZR3VG36OLKMcLCBu4HZSYQ_eY5LNLMg4jx4XleMw,na,grandmaster,,2,2,6.0,2.5,7.5,0,1.0,2,5.4,
TNkgrIRHtPTrCiS3Hc8pXkTp-kZl2oojYMcUyFqje5_ia2UPRo7WUwHtu9btaFIefTxJfx3hKgChIg,euw,grandmaster,,1,0,6.0,12.0,8.0,1,0.0,1,1.1666666666666667,
TNlM-BXLQeE6PTG7vcqVEUKJQbu7NJ1rKBpc9aTOwuM232jPZB-zg5Eb_KZrCtNWRzw6-1YQZFhUAw,euw,challenger,,3,2,4.0,6.666666666666667,13.666666666666666,1,0.6666666666666666,3,2.6499999999999995,
TO8hP7TWUUMmL8m2prx_3Y-AG2wXWFuqyCG5imHW_IQguo3HXHBe0qAIpbzxW5nSYs18nhMPuc8QMg,na,master,,1,1,8.0,3.0,16.0,0,1.0,1,8.0,
TO9Kh3T0UMRFfPI2IbdPOii6GynfQnFpR6mIdvMcarbXNVc9z-1rV_kaF29dv5navotMV7xlLp4cQA,euw,master,,1,0,1.0,10.0,3.0,1,0.0,1,0.4,
TOWD_nucBlIxxDyxPo7lsGXd91TohrIBeTVD0AdWJm6Cgf0XEcBqiXDzNxbguBcybAHlz-qEAAOq5w,na,challenger,,1,0,0.0,7.0,3.0,1,0.0,1,0.4285714285714285,
TOl6MkwyqEpruicbhQ-jg1P0RXvquA72jheKpYi03npAAsjFAiw65MwMal75SdC-HHjZ-XemMUxSuQ,na,challenger,,1,1,6.0,8.0,16.0,0,1.0,1,2.75,
TP0nNa1lLbMreXAN4E4UNZgy236XFgYpqcof9Vze6ixeKnvRPvmxWtBHu8DTyJxwDB9Bq7RHRE7GfA,na,challenger,,7,4,4.571428571428571,6.571428571428571,4.428571428571429,3,0.5714285714285714,8,1.3695652173913044,1263.0
TPd9Wzcg08mjgOYWIbNsjKEI_zCZAtEOFLUeMaCnCN5f1wZVG97ONXK2eMPyV-8I0GtqU1ZMVmVMyA,euw,master,,1,1,5.0,8.0,14.0,0,1.0,1,2.375,
TPknFWWFNk2EG7YRD6hKNEJGnvaVbblmf2xtsne-why5qcHFGfyr5E2zW6_Y2XapvnTZ6hHnr7vmLA,na,master,,1,1,13.0,5.0,7.0,0,1.0,1,4.0,
TPuEDq3khICbUIUvyLWR4TzxTBZVEO0hX1FPH9Xid4PUEpwk3RbkDR9kP7s2etjD4vvUvPBOkT1BjQ,euw,master,,1,1,1.0,7.0,17.0,0,1.0,1,2.571428571428572,
TQ3wFR5h55q0Rzkw5TjJzxb3xLsLALELnkqGhdAForkzabRbAK9x3TAjl_YlibDZsi3rG6ZHyNdwmQ,euw,challenger,,4,2,7.75,6.5,5.25,2,0.5,6,2.0,
TQvUP_xRzKxWxs-RXfI32T7NJ80eySa6pcc2QBWpPK9DFp3YliixepGSFzhfqzpaI7w1m1MbfRkLgg,na,challenger,,1,0,2.0,8.0,9.0,1,0.0,1,1.375,
TR5Me2vWxU9zp5Aijd9tc1qOcfympB49SckM4XHR96G4ya3doacYA6EycZtaHN0pSgJ_bO6YYQrREg,euw,master,,1,0,9.0,5.0,7.0,1,0.0,1,3.2,
TRIL8zk6RHcDFErMckJqKQtEkQUz1lX9geHdHC3vB4oLA-NI-B6IJ7u8vqtwMAVEM0nM3LbHYRAloA,na,master,,1,1,4.0,1.0,1.0,0,1.0,1,5.0,
TS2NaJ8RHC5Qprco27WwkWGkKs-qg5_Q_zA1cY7ONoniV6Io67BF2WlnPp3ZW68eP1WYtrSfbAgunw,na,master,,1,0,3.0,1.0,17.0,1,0.0,1,20.0,
TTpEMrQqspEc4hyE8BXtJscnjd-iXUWp6K3tXEQLvFLqC8cWLe1woD5WHZVFeMLVRFbg-NBNYMG6Jw,na,challenger,,2,0,2.5,9.0,16.0,2,0.0,4,2.055555555555556,
TUQXff6xiITx7L4qXiMPt1_khQfdviqzCWTq0yTriTfLQXTH2dF8mU7M92UFzQEBp1ycviuRz1yETQ,na,master,,1,1,14.0,6.0,5.0,0,1.0,1,3.1666666666666665,
TUnn9uM4BmzhglHRXUbL-xy1Ap7ExyvtXFdWWas8zIMTL_U-hQYEeLk4qFKXvrFQqt9UxyWpO2Dtjg,euw,challenger,,3,0,2.333333333333333,6.0,2.333333333333333,3,0.0,3,0.7777777777777778,
TVCGuLGGjIZsihY6xAb94cELSTnLsYGcOFHEwDDcyUBrtV8tdpFdc7NIk5vulOoqVw7o6NhmYt311g,na,challenger,,5,5,16.4,4.4,4.2,0,1.0,5,4.681818181818181,1424.0
TVdAFMMpz4wLl_qtOXjm1wesVj9DYOLCyDLH_hUjDCtEGRT8nQZsnnbC6WlxMmAY6q-65Ac3XL_Fuw,euw,master,,1,0,7.0,7.0,7.0,1,0.0,1,2.0,
TWC3w8KMOf_OkoGbvZ843ALrmFZMBxAdVajApZVo7cUhGImhR1Pk4jrfr-wM8IS2jnEcHycD9hL3kw,na,challenger,,2,0,9.0,8.0,7.5,2,0.0,2,2.0625,
TX7A4fjGC9qAvNhgGq8FK6zWSlhZ5cZ2iE60SRwNFCDBexoXfgVVXFFNaYNMTXlaa0bIMXsBRIHLgw,na,challenger,,1,1,15.0,3.0,16.0,0,1.0,1,10.333333333333334,
TXu7qEAmw2-znfx1mUNL1p72SlgO8EJPPdgiz2z22nynGyTRBMXVa0vY0nrjyuyN3nPVCjQx-sfAwQ,na,master,,1,0,8.0,9.0,7.0,1,0.0,1,1.6666666666666667,
TYH1U693McIGtDpwlR7WLmw3XfHamLoAr4wnzl77EUZ6pP3X3sIE1nORT6zGwNCqrkf91Bmlptixhg,na,challenger,,2,2,5.0,2.5,8.5,0,1.0,3,5.4,788.0
TYUkT6iqgbWwB4b_8FFnpnMNu_sBl7T5PA4u6xtzFLuLY39JRigrD-6LvPle4AMQ_Ne3-uOX_WMi0w,euw,master,,1,1,7.0,8.0,18.0,0,1.0,1,3.125,
TYgGGwU2VB5TyuAkUnef2_xSXdzi7KiUGn2ZXXRn-GqcqtUiIkfckTfXAt486or5l2-F8OV0MdJ40Q,euw,master,,1,1,18.0,3.0,13.0,0,1.0,1,10.333333333333334,
TYmp90U11cEWVlCgR9mbwec3WmiFsZrTb1rogkrnCSND1chRVe0syElFVbqTRVXFJwxlmliZoRZkVg,na,grandmaster,,1,0,10.0,7.0,11.0,1,0.0,1,3.0,
TYouvC_VvqfUCgGiHCMcEBn-9YdhY9NU-20ClAMSIYiSHdd32ejCKkC55sJxYmtp-dLMYcyywxlc5w,euw,master,,1,1,5.0,2.0,9.0,0,1.0,1,7.0,
TYpNGDj8g7eQL24VLa93a82DA1_B5zHvJUzaoztDKLo1FlpWDGe9lZOjIwncUfZhyfCtnZiPOPbpdw,na,challenger,,2,1,5.5,7.0,4.5,1,0.5,3,1.4285714285714286,
TZYkYmd7uVLPFFK8sCQ-mRPdm0CrW6zP_80vHW2_grPjx4eBb917wVyJK3toy-cyogZWP36dZblqmQ,euw,challenger,,4,0,0.5,4.75,6.25,4,0.0,4,1.4210526315789471,2029.0
TZZe1AhM9ZJxfOWtnLI_glqcNrH9TiKxCujIGhfCkCWiHaBKEACp5pFYJ1B8tjevND2a13MmrxySAA,na,grandmaster,,1,1,10.0,8.0,26.0,0,1.0,1,4.5,
TZuDaIzzUDT6q4NN-OPwn6hagNAVqmxhoIX6yZDDrNZGWSIdpdftuygZiPdBIKQEB_Wj5A5dXmvQww,na,master,,2,1,10.5,6.5,6.0,1,0.5,2,2.5384615384615383,
TZwY1GHG13AkGkih45aFttb-VXBdYiHCvG9DX6cjisXkO6grO8KTi7l8kP5vARGvp1D4ovaDXsoeDQ,euw,master,,1,1,8.0,5.0,26.0,0,1.0,1,6.8,
T_24V54OCIshPhcYXxaiq-JlhQEePgG8VKie0AqeLcGs58AUQbZ0f3clz7G36kij2BrRDO0oC7GwqQ,na,master,,2,1,7.0,10.5,10.0,1,0.5,2,1.619047619047619,
TaKdTxNij1_bttzXag8ayM-hrgv2Y1TZFTnx3Fx99DL_Syq6P_eOZOa7zSVk5gTfiWi4HOXckFCrgw,euw,grandmaster,,1,0,4.0,10.0,10.0,1,0.0,1,1.4,
TaZRDwxd_148KA44PBTjKTxmIrO6_AGGfB9Ws_L6Ow9dz60ekx3fHjkrJ0JoeYg7yl0sEL4yfeIPwQ,euw,grandmaster,,3,2,3.6666666666666665,7.0,5.0,1,0.6666666666666666,3,1.238095238095238,
TajCRQWTYSuQrqJJ_nJLwOeiS719L3S21qsnCROIpRYvSE0eR00k6VIIR6Q17oLxrt4wVHFb0BmE5Q,na,challenger,,1,0,10.0,13.0,12.0,1,0.0,1,1.6923076923076923,
TapOUsaO6sCiQh0BTjf47iBN6j62M510u_Bi8XKxsUbdobXmhgTjBPBw-ijePAwSk-Pypqax63F1hQ,euw,master,,1,0,3.0,5.0,7.0,1,0.0,1,2.0,
TbHhb5n3kB1-gb_SyBTVQmxkU9VbwVqBIbIxZ422KeXdURN9MtTPhHccu9wBpnOuzorg1l8N1ENSMg,euw,challenger,,1,1,1.0,5.0,13.0,0,1.0,2,2.8,
TbOmwrPiY-H7LljJU3cpL-b5pkpUy7bixQ_r8hOYPG6FlNNVnzYaLJnNbW74oMNKMcrmbVfPXz5dlg,na,challenger,,2,0,1.0,7.0,1.5,2,0.0,2,0.3571428571428571,
Tbly6FgAY63FnHu-8Z_IDXPqo0btiOzKhq9mctczdOkfN2RnKRtjdEisFClHEmSU0zauYFkl1pOUVw,na,grandmaster,,2,0,9.5,4.0,10.0,2,0.0,2,4.875,
TbnoxCe-p6KtV_pm-_UhgvVRfcH_gGw_CRxRSPbfU8ikRhyDD-WFjFqwdA4z6N_XQ415EIuTCxoIxA,euw,challenger,,1,0,0.0,8.0,9.0,1,0.0,1,1.125,
TbyVTY2dan7HeDc131D2wMLmDNahSk4TBiqCzr5fQzY9Q4V8gWAyHhe59NEsz_lZLlz-bFiJmLF-LA,na,challenger,,1,0,3.0,9.0,12.0,1,0.0,1,1.6666666666666667,
Tc3quj1nQ1G4becKdY2-Q_76kLZW6NzjxfhKe_siEjuA5iSp8l4-DprqqCT5Q_uh_38MqCFpIkQOBg,na,challenger,,1,0,6.0,7.0,1.0,1,0.0,1,1.0,
TdUWCAbKVkajbSP7rPqGdHul7IjNAmh43LsCV_6J7R82feSN3ket8GxvIpVj1kHZs_-tNuAxkCSuLA,na,challenger,,1,1,6.0,2.0,8.0,0,1.0,1,7.0,
TeHeHLGeFCQew0E2mfjkP1ScnGu92yo3s2KLGvrit5Fcp3qUgWHunU5b-ipPeJfWzaI_-5ce2A1Dcw,na,grandmaster,,1,0,2.0,6.0,4.0,1,0.0,1,1.0,
TeQEUYRDGooiOzXEAIHg94F9gahoX54H4Cgc6U0wzlmg56H9SK4WW3bkn4v4DTyk57Ayf_9fpBIyVA,euw,grandmaster,,1,0,0.0,8.0,1.0,1,0.0,1,0.125,
TeVFjDBdm-NMo405ZqNlUbH6AOpuk52RKQ81ttY5rc2bf0NThIkrShxiEWmbjRgpyO3rJeY0BZe6Zg,euw,master,,1,0,10.0,7.0,9.0,1,0.0,1,2.7142857142857144,
Tem18KAA1S3yvZW9NncPhL-aJC3nr0gUaSZijxMqDFJ3HrSjwa4B15MVpL8fMJYZjyx0lMDvKzcVJg,na,challenger,,1,1,7.0,5.0,16.0,0,1.0,1,4.6,
TfHeGo70k7I_-Gx_mwphWHas4jKMUNa2EZulG6LPxQAf1doHlIIsDmtzVxq2Zf_JIlNfpnoyiNjCHA,na,master,,1,0,4.0,9.0,14.0,1,0.0,1,2.0,
Tg5vYvtREosshkoC2g9IcaASnE0eO07uej34aW_Etj0P9Q9tR8qNlQS69DN6um0ByfduHKOYMpqkdA,na,grandmaster,,1,0,12.0,7.0,4.0,1,0.0,1,2.2857142857142856,
TgGyx4C6XAiaS4-wn8ncwtWJI1_1m_DhMqh8A7gv3gwVhYeKnteIqNzfxG541E2IhnTTsUglpqvT1A,euw,challenger,,1,0,8.0,13.0,11.0,1,0.0,1,1.4615384615384617,
TghuKXT-J3O3DZ5_DSGXNxe296oRpg4Mdvr7FZjuW07aqPY1vCuWQjiNrkfqE8gP4jm--kGqydOXrQ,na,grandmaster,,1,1,16.0,6.0,28.0,0,1.0,1,7.333333333333333,
ThAdQNjQW4aR1_3OayC47K3t3WV6BIM-_MUrTUjxTUWw0rrO3y-K5g0vJYDbFQ8ZX6xNMU9OORwsrQ,euw,challenger,,2,1,7.0,9.5,8.5,1,0.5,2,1.631578947368421,2468.0
ThOOfxjv8kgtdNdMevn4kCmEz3r7_9UcMqvr3nKA8zrrhPEu9IWR1ecRMxMsKvmKpdJOshLcAqRH0A,euw,challenger,,7,4,7.0,4.857142857142857,7.857142857142857,3,0.5714285714285714,15,3.058823529411765,
ThaaHy2Gy-7pPB0FPuL11Hc5zeIzb6q-sl9W7pqWiQlgMYz40O4dbZaqnP9FF3Ukv0E3MfoqTfh0Cw,na,challenger,,3,3,14.333333333333334,3.6666666666666665,6.666666666666667,0,1.0,5,5.727272727272728,1133.0
ThuS_ma5L1z4_4E3TKRzYLT-AY3gBgkjmDIXo1bYPnxuVtY7Cl7Z6DEy-gZsATVymhzsrSBV7R5CFQ,na,challenger,,7,1,2.2857142857142856,4.285714285714286,10.571428571428571,6,0.1428571428571428,9,3.0,
Ti2vAR4oYG9MkSTOqju0VHjyA8vir_ZxGXcDXwDYSVKaUPnaOsMTHGqWUbWiEA4n2zGc5cFZJibG6g,euw,master,,1,1,3.0,3.0,5.0,0,1.0,1,2.6666666666666665,
TiAGYScRF29QEi--qickwbaBqxXiARbvXNB3vZyL_dGizKAZ_cwZ0CbtPmn_1Jc5w6B5QZ0jHw_9CA,na,grandmaster,,1,1,0.0,1.0,15.0,0,1.0,1,15.0,
TiTKhbM6WRQrT4MUyMoaCpXn4Ff6mehGekl8lQqgGUSqciOI9yXlEivl2-wVuipJjckhKG6Q9hOoyw,na,master,,1,1,9.0,2.0,1.0,0,1.0,1,5.0,
TirK2irgkd67Xiuwhdvzi5An-wgojt0OJ92wYkwQEixeHzRNuXogLyT3a2ayg8KMCr7FD5a_1JxarA,na,challenger,,1,0,2.0,8.0,8.0,1,0.0,1,1.25,
TiuJO14KMKEPhz7kNf2FkKtj3AuEiNK6HcwrNU87Y9oN08plyEFHXmkklhto483-oYCWXVk0kYD9tQ,na,challenger,,1,0,7.0,6.0,6.0,1,0.0,1,2.1666666666666665,
Tj4y0gpNuGhOnhPPe0lqYQN8SfaO0xKMaOhG4bAMn3FcKdC-utbyQN31aylIJXtibHTWXmeHeHenGQ,euw,challenger,,2,1,5.5,6.0,11.5,1,0.5,4,2.833333333333333,
TjOJvyViLV3NTWbd6Hdt3yMTPBcVr-2i0VRxHZ9bWqXgzj2nBjH8w3gUkhOQFU9DkiL5mpHmhmWliQ,euw,challenger,,5,2,4.4,4.6,5.2,3,0.4,7,2.086956521739131,2079.0
Tkai4CKTb2iz5fa6MFEXIx6SMp1le7K1RxzLQF7pA2BYEMbAc2GWu_0ivkF-t9YVHfcj7Oh-hp4KYg,na,grandmaster,,1,0,3.0,6.0,3.0,1,0.0,1,1.0,
