puuid,region,league,summoner_name,matches,wins,kills,deaths,assists,losses,winrate,matches_month,kda,leaguePoints
2vKzPDF98A2-h4DC6Ky6BnGFRiXX-YiRzRjaK-jJTKMtOHWNzdypBL9JPfUOKHkwts3JxKDKp5a9hA,euw,master,,1,1,5.0,6.0,12.0,0,1.0,1,2.833333333333333,
2vQXyRAhFzq-B9VEtku6YCV8MS4Z6bNEzMmCP7c4IgGWTLL5LPgqNsh1cJANBAfvUJmeKbREuJqVDw,na,challenger,,1,1,13.0,9.0,15.0,0,1.0,1,3.111111111111111,
2vVnG62JDCiTawXCB0BGTm9HRU2Tv5PuGciHE9_rvTfC1x-snk_aT4Mzvo5X1Le-GEpJRWPP94VpNQ,na,master,,1,1,9.0,11.0,22.0,0,1.0,1,2.8181818181818183,
2wE7_35VGgxtkyhF8yAOA2xveh2O4zEsjxZNERy-9TuZ-ZY4ogMc6mXEzJ7RZdHcyOz8CYyffTHm5Q,na,challenger,,1,0,10.0,4.0,4.0,1,0.0,1,3.5,
2wRdnhFQhYHHuD7PmuZWNhRVQSJsE2CYOPWxcqIrsyekl6arM1ya0vqGKYxXVwvU7XfbSsOQe7nh9Q,na,grandmaster,,1,0,2.0,7.0,3.0,1,0.0,1,0.7142857142857143,
2wssNb7PYEYe6LS5m66cmHFOLqsdqKfDH6v3UBFQWtnLMhyCVEyuWs6nWoNVADSygXVsOQ6yZ8APpg,euw,master,,1,1,6.0,2.0,3.0,0,1.0,1,4.5,
2xQnwKRZTZr0BRWWiw_gfm_H5eIZ8aAfhpyv4n62FrBA_es8HuTysoD43gMGAgxKuGGBrrlZ1zAT8g,na,master,,1,1,16.0,10.0,9.0,0,1.0,1,2.5,
2xRvBIcG_uue1vnQOcB0bZhroxzhpch43o1d7UU48TOz3f-Cjd3moT033wf5vDz3wA4vt9z5YK1uaQ,euw,grandmaster,,2,0,1.0,1.5,1.5,2,0.0,2,1.6666666666666667,
2y-Urs8WFSdBPle28hg4E0xBrgGtbO9vE7LaOporLIGBMyVMsCzG92olKpW3Q9OmDhDVf5RJgze00A,na,grandmaster,,4,3,6.0,4.25,7.5,1,0.75,5,3.176470588235294,
2yHIlg8EDpzJ8F9vKGXeYXv3tp04j0dgBr4n7_9NPwkB40g0uql0vReXBDmiPoYykdI6hHV5wcMT5A,na,master,,1,0,2.0,5.0,17.0,1,0.0,1,3.8,
2z22HwTlBqZegRdc82cMirv5dW-Y75kqSAkItjaUdZDfhJL1aYjo_6fHaJFsGJiwfNJUaN5dKpdYpw,na,challenger,,1,0,17.0,11.0,1.0,1,0.0,1,1.6363636363636365,
2zFBerEsOB5CSELB1tHqBZXifHVW6XXEvNRpN71ngyQvu759EugwDRG_bNX3VA1RxAxNtpf54PjT_A,na,challenger,,1,0,7.0,8.0,6.0,1,0.0,1,1.625,
3-w9zanYLLYq2rAjy78p0SwEENmWQM7B9q1N7nY5fM15iV_Cb-nLXejsivJzG9ocNMULs0Fwv8RFbw,euw,master,,1,1,14.0,4.0,21.0,0,1.0,1,8.75,
301SMN8KRGi9125CcFalSqL6lOXjvxZ7i3G4ILbGtEVVjuEm8Epm6_w7XFVYnbpCrLV9lUU9nGjVFw,na,challenger,,6,3,6.0,4.5,7.5,3,0.5,6,3.0,1072.0
315YvkWFHEdYOJLleFwhEvHNPo4LRXJBHDBO1MLnv74U_HMVXeK_0W0Jt151-ZvNkmPIjr01BCS6PA,na,challenger,,2,1,14.5,11.5,31.5,1,0.5,2,4.0,
31Izn7u0wtdhNkArS0kd3diVDad5t6ieNbw7mzuCaDj0JMwQhrZGI5vikiimpzJAgTf4VX4M_stNJg,na,master,,1,1,4.0,6.0,3.0,0,1.0,1,1.1666666666666667,
320JxzLGxcLXOAEbcMA2sjzMkXBF3xN_2xYyHPEdGPNLO-m5N2GpQBNKCAxtbEXGbHg_R54hNzDpew,euw,master,,1,0,2.0,6.0,11.0,1,0.0,1,2.1666666666666665,
32E4f6w3rCNkc95kjX2USkcpwNIgKkk6hGYcAQe90Mz5Rr3htwRIlMhnm2t_fbzqkJalKFSoQqHNkw,na,master,,1,0,2.0,6.0,1.0,1,0.0,1,0.5,
32QhInpaIHc4iW4mYRgwwrEN2lkUhtL_lfqSETcvibGaO-_0RxTz5RF75FHgrPHzOEhAHQZLIhc1WA,euw,grandmaster,,2,1,3.0,5.0,4.5,1,0.5,2,1.5,
32UmJgi0h5-WXMpotKGOSywZEzplVNummgVQDgihrvWiKvAsH22Ds8iUNk7KXz0dlVVxuskUbJjZvA,euw,grandmaster,,2,2,1.0,4.0,15.5,0,1.0,2,4.125,
32ZzVwMOGqjevyjDU_1ssexQr4cYkbn7_ZHxoYxQ3qUNP3cSzUD-QCWHKYCOoKHD0g2ov_ulXzogVQ,na,challenger,,1,0,11.0,10.0,10.0,1,0.0,1,2.1,
33BQvt5wwDm7E7pc1CX4En234Wp5BumgoJJzxWuyQElmLg6kVHvINVPtzCsfkyHHn9O0V4lSBwFXEA,na,master,,2,0,8.0,8.5,14.5,2,0.0,2,2.647058823529412,
33ThQM9wW1l9R5-bB_ysLKvIpm-aL_q0w7VLolL6YD9uSfyyy2tba8_h_99NQwsloESV516tpp0TZA,na,grandmaster,,1,1,10.0,9.0,16.0,0,1.0,1,2.888888888888889,
34k_Eqjs-CzbpB17CM_JV3N9qF4q4WSNf8Q61wgRMTxz80Q3KxHX7p_bSugsxhv1lu1AAUCYW87nQw,euw,challenger,,3,1,6.0,7.333333333333333,8.333333333333334,2,0.3333333333333333,4,1.9545454545454548,1987.0
34tHDq2gRDfIuaSYczyzO5DAyqsBe9g23E5NQ_Snn2XOvhlLLUYTH8t3nL-fH_GZO7AGvoP8iWG4zQ,euw,grandmaster,,2,1,3.5,6.5,10.0,1,0.5,2,2.076923076923077,
34yaWeIsjChG-qkDkJpgt2_Y6k3L0aJYHDs0l4GFAS9ZXTOJd5zUkXBGZMytijqB2LmJAn1ktEhxVQ,euw,grandmaster,,1,0,1.0,7.0,6.0,1,0.0,1,1.0,
350ffT9V7Yjk7-5XkS9z2ZDImVp7fimhR0m6a34QM9UkVWA9j8fsDrgCnlI1SwZmpjSWHhErUcLwYw,euw,challenger,,5,3,6.6,5.8,9.2,2,0.6,9,2.7241379310344827,2275.0
357HO7ZH2wf6MFIgC1QNABcNizx6hXaGtuoJxe-wfhmGYpKxNPsqLoXwgTZ5QWBGVyH_kDVdpFtI5w,na,master,,1,0,1.0,5.0,3.0,1,0.0,1,0.8,
35Tg-VZFvvdEzepXY7S18qno54NAyDhTglKycrCvk_F2N0M0lCVXTjulXi0Mp_1TtuhBv24vMZj2JA,euw,challenger,,6,4,6.5,4.833333333333333,7.833333333333333,2,0.6666666666666666,6,2.9655172413793105,
35sJ9BPVG8Te7ql_uRv4KwUW1VqOLEQlkFSokp7EjINqQbEhygOvsEz08Qy3mYEFlVbr6sErwuA0eA,na,grandmaster,,1,0,8.0,6.0,4.0,1,0.0,1,2.0,
365B32Uvdz9ZT4fqtxYOJnUZuVBuLT7Rl2pJatQgM20XRsGOfOu_4rVkW6bEUy3KXsyFhj2ftDzYaA,na,challenger,,4,4,6.25,5.25,9.5,0,1.0,4,3.0,
36TCRXYLhqa3sy_BgbeMdWdIZspt5d3k1ez7Cf1SqniOABGQOzO-WDO-ywrkk2_BCDX_1ulLwEY-YA,euw,challenger,,1,0,5.0,5.0,7.0,1,0.0,1,2.4,
36XtXvO1U19El-34rBU_m7mWwc88sszfFUs2GBZhs4Qakf1zb11U9ljJTEZMK6ANOXDu7rjkU3_-DA,na,master,,1,1,8.0,6.0,6.0,0,1.0,1,2.333333333333333,
36kQp7dzpUIypgOFqV7q_hXMrN8rFedpRqQ63uJmZjPPQidKaTLbxaRsWh7-Fv6rfusWEu-4uS27KQ,euw,grandmaster,,1,1,4.0,15.0,13.0,0,1.0,1,1.1333333333333333,
37VMLzoj78oTc_euvYz4qVhwr-iqcCtjcMrU-t0eTINSC-Upo4FaFdmncR0ek07fIZFeZRtQqOZUUQ,euw,master,,1,0,9.0,4.0,5.0,1,0.0,1,3.5,
37kk1wYkVRrteJwxOJKyp7ky9tPyltu4htNa2ngOCDwJ5oCgcDDxPFMzjpkqLCc98rjseyLiYIUMyA,euw,challenger,,6,2,6.666666666666667,7.5,5.666666666666667,4,0.3333333333333333,7,1.6444444444444446,
38BSmXp988_cWF9ER9PyFKgP01WYTL91cYWXNcd6XgQSxYw_45X7oyY0NLINpygSwvqqIz1Sbtd4Iw,na,challenger,,4,2,5.5,3.25,7.5,2,0.5,5,4.0,1054.0
38ijJbKJMRDAAArzjmuTdpwvCF_5p3h0gfsGSUU2AuzWmCogp_4o_Y05iPgu1OcJHRiLcMix3nWK6g,na,grandmaster,,1,0,3.0,7.0,2.0,1,0.0,1,0.7142857142857143,
39Etd14Mb4Tlsf4MypwCWOXgIaC-BRPEJcPUMsFSc6fJ4EcuDz33ySCORz7M5D93m456gXRZ_QZuiA,euw,master,,1,1,5.0,4.0,11.0,0,1.0,1,4.0,
39YbnzE7u03fsP6WtnCAz5aBhaG9KD5rtrn-GIVYt3vLPXDtmQQLMYnJ_slpQFwsIymgoL8fD9iung,euw,grandmaster,,2,1,7.0,9.5,11.5,1,0.5,2,1.947368421052632,
39nF3wkhabeY1D85OEMMWVbsI_2In1ZcBGUzWkHWKwepnbiQ7yWp9IObG2r5Qvk3xrrnw4koTeRkzw,na,master,,2,2,12.0,8.0,12.5,0,1.0,2,3.0625,796.0
3A9CUw1FuU8u2HhYxJn0D61ZPStwxo0Zy_im-TtnBQ4COa1PVhRvSwLrWSwDS1EoIspXMVFKgRRGKQ,euw,challenger,,1,0,5.0,9.0,14.0,1,0.0,1,2.111111111111111,
3AdwqJ-JeLV2Fi9TeURbJvMMQAJUOkrRP6bL3k7m2iNHFP86nulE5R303oWQkW03ug6E14rFkWHp4A,na,grandmaster,,1,0,4.0,7.0,11.0,1,0.0,1,2.142857142857143,
3AhcqfC8ws0OxnXhc8VVWbwQ04n-a2us4VKkrrS19A9LKacDVRGgxQanPd89ldiGFIAhwqEA2X_Nmg,na,grandmaster,,1,0,6.0,10.0,9.0,1,0.0,1,1.5,
3AmOK92eTC9PnHiYmeqTW3kJgaLcIMzJRYzhOzjO6AFme7VjJp9kpeQ_CJokndpacp9qODgTQvpX_Q,euw,master,,1,1,17.0,6.0,18.0,0,1.0,1,5.833333333333333,
3An7q5pCHEuJGjoUliaV9zxrxJEol9oaMY9fr-OIlZJnNRprFMVejXKEViUQRMmutVavWcX5PSoA1g,na,grandmaster,,1,0,15.0,5.0,4.0,1,0.0,1,3.8,
3BnGox_cDaOfeteuuslJlCs-n2QCHVwTmD3Km04rXKFvzvtMJ9DRuPyjHnhCfVPDwP3HKY-I2w7oog,na,challenger,,4,2,2.25,4.0,7.5,2,0.5,4,2.4375,
3CIPzOS96WgQdZqcwbXU0g6Zjtc8pFNQ1ssD1pW_ajH7MeiccLPHFhH9BIVfX3Q0TSiGdvCPp9N1xQ,euw,grandmaster,,1,0,4.0,8.0,11.0,1,0.0,1,1.875,
3DE5pZBANFz5ZzZ5zRoEhLPhyDkk0fLEiHiVzdm_Wy61HCboB81eeJFphrFDbTVGh5aFO7ZALlbfKA,euw,master,,1,0,5.0,9.0,7.0,1,0.0,1,1.3333333333333333,
3DKMZLlDm4fSS2M-C_cFD6lp9O-a76fOn9ntu3a0UFLYPqUm9wLm-cEnqRz8JHim7QaAcOXdQUln2A,na,grandmaster,,1,0,8.0,8.0,5.0,1,0.0,1,1.625,
3DNTkQlYi4N7Xed675uusvhp2PLrjjQEjL2Vz025RDIQxunXTDy_YqaDkFKKJTsMCvlgddrYuQ_n9w,euw,master,,1,0,6.0,4.0,12.0,1,0.0,1,4.5,
3DZ-erO4U5JKED7NF9rcFCZrKygLWP_sj5Dj7Eycm6gg1WsFp_mJg0kU8kud093gdAB5E5H8ZTONww,na,challenger,,1,0,2.0,10.0,5.0,1,0.0,2,0.7,
3E8l7bDiA-yO7-xDsEhgfIGn7ilKQaU7cJ3uMqOcd9GXL7SX-irwNeSu-mVwQiivER9pzF9FL8jMIA,na,master,,1,1,9.0,5.0,10.0,0,1.0,1,3.8,
3E98QfnavNNPDSk29qJUf3QDXw2n5fanuKBjOzsvysz5grGBJ44khuFZuuuZt_zXUuawBnanQKiVBQ,na,challenger,,9,4,4.111111111111111,6.888888888888889,4.555555555555555,5,0.4444444444444444,12,1.258064516129032,
3EGXgPFJ3NJ80pCuWQ0E8lEdfQJdzZKkEGuv4cCcF-ebE6Fqf2hChnY2H1HCy2ocXVZMDs-5-FfMMQ,na,master,,1,1,7.0,11.0,11.0,0,1.0,1,1.6363636363636365,
3EGsqEEqLZyDvd-L_8xZq5vYCinAA0PnI8EB1x_hZWgjDJKNieOgBinBhpq-9QEaZHF8c8Dn0-WmzQ,na,challenger,,4,4,7.25,4.5,9.25,0,1.0,5,3.6666666666666665,
3ESxoJ45IRs_dLWho354axJRlkZzqbwlL_TwpYZ6GcZDjO3H9l-Y2TMv3dOO588sTwHabMKTJ0wUxA,euw,master,,1,1,9.0,6.0,19.0,0,1.0,1,4.666666666666667,
3EVqRaOhLmvQVZ-kJtrBMsbK2_zpTAMF7T8lwye0mnClUTUOuD_ac57e9uAaN6rFzJ6EiwCbKSzsqg,na,challenger,,4,3,9.5,6.75,12.75,1,0.75,6,3.2962962962962963,1187.0
3EpWt9Lmf2A_KqrBPiSgcfVJzlcdgjHC4pv1PWCXsuzmjwaIWlQKMzRa57TC9zUlGiXqlz368cvw7A,euw,grandmaster,,1,1,15.0,8.0,9.0,0,1.0,1,3.0,
3FE8qZ261wsAFfNpNxMwToC4pt0ecw3XJ7TtUltuRJjjjFtwr-loJwAO9Ut70KEmQabv33106SsLzw,euw,challenger,,4,2,10.75,7.25,6.5,2,0.5,7,2.3793103448275863,
3Fmv_igebpPkE7D_Ij_miP_nkBZfOXySx4uvvSw9Gry8pXJeGv1wsVReiPF0jHm14ecRFqIEknssIg,euw,challenger,,3,1,6.0,6.333333333333333,13.0,2,0.3333333333333333,3,3.0,1469.0
3FoUhmywHJVJX4fYEk7_wC-0YJSAiVIZwtpHxZSVdqksftarn05NuFVw7ChFG2-x5ZEkR6sduSB4cA,euw,challenger,,4,2,2.5,5.25,5.75,2,0.5,7,1.5714285714285714,
3Fr2UWWItF2Hvv4o7QCtJlxLIBPeT185HthcAuD5uSQhnEjqUCksevxyY2IYeQ3RATWLAEvr9382KQ,euw,challenger,,2,1,3.5,2.5,4.0,1,0.5,2,3.0,
3FtVIynnr2fdHwqdZaGfWCpMhKMURr5noyTwRjBdv_1STYNidOjyI9cGT9yxXCwvq9qmSLUxpMRt0Q,na,challenger,,14,8,5.928571428571429,5.285714285714286,6.785714285714286,6,0.5714285714285714,17,2.4054054054054057,1400.0
3G2COc_AwYby5lKpoYeTpq8vXB0yagX1tVN2YETgWYSedZCGgYEtaOES5ZgO4Z9qSIqNyXMuRW64HA,na,grandmaster,,1,1,6.0,10.0,12.0,0,1.0,1,1.8,
3GYQcezXfH0yU6pij_jfnbpqdP4dwz1WDzbuudfRf_BKGtG1PNyZfQl8a6U8KjfrW0irkbGPAUfvCQ,na,grandmaster,,1,0,1.0,7.0,6.0,1,0.0,1,1.0,
3GkcxyqZKJdKbZO7hHRucPAzRwHZ7P7eUo5MqelUckUMtEQPPqkNSprB6nv913G_10DkltS0Ok2Y4g,na,challenger,,1,0,14.0,7.0,2.0,1,0.0,1,2.2857142857142856,
3Gp89jYno5xni04PWkUAfeWhxrsGbrjcljo5OUv0_BsD9VQDRrnK_2b8QoWaJ54cvx8gxZH8UD9YHQ,euw,challenger,,1,1,6.0,6.0,12.0,0,1.0,1,3.0,
3GvG7QYMovxoc0KMGyr78BSJjM0vXJSGuPjlyda1_z2Eyq4QOXtNqqxgjmTon2F8OcBz-2PsgWrQ0g,euw,challenger,,4,3,6.5,7.25,11.75,1,0.75,5,2.5172413793103448,1964.0
3H6zULxcx_VlSCvdDgCfI9m-EHqMDTCIj8DzmB9-IOCvjUHcnLHjSDLEMgtfHTggx7WWiKsVatrIlA,na,grandmaster,,1,0,10.0,5.0,5.0,1,0.0,1,3.0,
3HAajbSaOUBgljOclzc4u4r9RiYLPBtyKsJQUwuvp4i38T5eI7mx_3cDG15G_l1mabsymUvCvs-pGQ,euw,grandmaster,,1,0,17.0,6.0,3.0,1,0.0,1,3.333333333333333,
3HONbaVmiLVqswPRUcL43WkraV_iyoOwUB9TlU05sWz82yGepKjlNqKHvjkNe4Ndz-fWRvJ36YbIFA,na,master,,1,0,1.0,9.0,3.0,1,0.0,1,0.4444444444444444,
3HQMxKAxcWI_zSwyJAowYxgDbQ8yDvHptDskSXNCYiTegchl6GfrD7NERu2Xzj_d_7cXqltrya99Lw,euw,master,,2,2,7.5,4.5,9.0,0,1.0,2,3.6666666666666665,
3IEEZymMSn1xgZ5Pzg0fKTJZs_OEdtDrMLg2uyoiFoX_KDSHnclAnOGe-taSudygNQkC9v82WBvj4A,euw,challenger,,1,1,12.0,10.0,9.0,0,1.0,1,2.1,
3IgsR3pbZ21Lk97VhRHAxpm4JnP-ylgdKUhovK-PJaE_SvXsIMW0ipxtkxvaigcoIxsAxWBEaetDDA,na,challenger,,1,1,17.0,7.0,13.0,0,1.0,1,4.285714285714286,
3Izlu3U-WIvR9UVwK1KmNhHMDkyl_2646Pel-11T5wAoizGN8XOmvwBnN6sFjtFZ4h5g7DVjjVfPBQ,na,master,,1,1,2.0,7.0,12.0,0,1.0,1,2.0,
3JAKtm6kY6qLIuyuC7ZzLnnbMJpW-HzjiPk494mGSwHZfS8KfauUqbGgoBHDFkFVj1j9oQpRqw8qnQ,na,grandmaster,,1,1,6.0,3.0,12.0,0,1.0,1,6.0,
3JfWxqyVa8GEuVhIRxe4ihEI18HwvPe1-qKbfh321Sgu7-hjCllUYHZtbM0vIIjx4LyqDZ3T_AokiA,euw,grandmaster,,3,0,5.666666666666667,7.333333333333333,6.333333333333333,3,0.0,3,1.6363636363636365,
3JgXUl5v4CWQSmjd_0_Obj4mQBwrJCfnRdBvhP9vDNfZ4B5sbbgQrSsAZ7wCQjl9B58LNZwPfdOSrw,na,challenger,,3,0,5.0,9.666666666666666,3.333333333333333,3,0.0,3,0.8620689655172415,1148.0
3JuSdgxvRrYFY3L9ELz3HBJoJxk3C3PUje38FcR-t0ViAogRLkxDjFcHkCQLBuLxYDNmmIRm1_FwoA,euw,master,,1,1,19.0,4.0,2.0,0,1.0,1,5.25,
3Jw6pj0frtHGo2AZOml0QH--R3-GrY-j4b1aBWNU4Wc-SQ-8cq8_HDS-sbrkElWXixoCUIuoBSv3lg,na,challenger,,9,4,4.666666666666667,6.333333333333333,6.777777777777778,5,0.4444444444444444,9,1.8070175438596487,825.0
3KSwMOweqbxf8XXmkzcV-gPeP9Tojm-DzaTGgZFrf9gn_bfUDL1LpC3FvQ1NC10itAVQHeVUZngzxQ,euw,challenger,,2,1,3.0,5.5,8.5,1,0.5,2,2.090909090909091,
3Kuj4504Qft7y02FK9OF5b0gyd_KFu6w1-S0mvSOkJonvmIVvKalR2NsXKGoDitzukn70cfFhVAKgQ,na,challenger,,3,1,2.333333333333333,5.666666666666667,2.0,2,0.3333333333333333,3,0.7647058823529412,
3LAl2RT4wKeq7HSuh7Oh08P6WVt5q1SEGxHI3AG9NmeZEABLj7XmhaanweU7-AKGr29C32-M8hW7JQ,na,challenger,,1,1,5.0,6.0,22.0,0,1.0,1,4.5,
3LSs4_WoFBrhk8s4ps-mNBPDPIfjiLRXTV1GUs_kEWZg_I0dj3aCY-jwYhBaPoPiPsH98gTJz5b4YA,euw,challenger,,2,0,2.5,7.5,4.5,2,0.0,2,0.9333333333333332,
3M0sXRtJN50hEMVNBqQYqT81INoFpA7lXQbXan3r5FAxYDr4Lc7MFiyvp1l5PkcBEsW6O7Y0klnHEw,na,challenger,,1,0,6.0,7.0,7.0,1,0.0,1,1.8571428571428568,
3M91QJt9hyg-Bsgaj-CMOWKbFO7w9-tsIMsgbVzE3SnBDcHVEjQmWFDe66iyAyXCA4FUs91m_UenUQ,na,challenger,,3,1,8.0,4.0,8.666666666666666,2,0.3333333333333333,3,4.166666666666666,
3MUL6_4AWaNDm5UCrqTqyPPLdgBsp347Ba7YYzwAglKrgA6cxyC7va5HjJL4SZqVGuF5HWmG5gunZg,na,grandmaster,,1,0,2.0,7.0,1.0,1,0.0,1,0.4285714285714285,
3MZPpiEfGzKbu3KizYukKPU1wh33vNgbfnaRTYPFY-ZG95IhsoHwecqcsOHGmmpM1d08jAn0UUwY8Q,na,master,,1,0,4.0,8.0,1.0,1,0.0,1,0.625,
3N-Y34F2w8M2GUDru1gLNZAmZ67tBzEQz6jm4Ctn7bNK5p2kslb-rKXT-YXZqlVpWiw_LzONEVjKRw,na,challenger,,3,3,8.666666666666666,3.333333333333333,4.0,0,1.0,4,3.8,1028.0
3N5fFK8dtW-x2qDj0WQLGSFFRdhRHAoggc_l8YoiD3WNAHUDkJsyGByoklFC0-RlFUtSMULKhSDVIA,euw,grandmaster,,4,2,4.75,4.5,7.75,2,0.5,4,2.7777777777777777,
3ND7XpE57itQ2MjwtrotII8rqZnadwBaEQFOdzpq2rdHFkLSX2Uf0vub3vd08Lnzy5c-PISNPqlJUg,na,challenger,,1,0,2.0,8.0,3.0,1,0.0,1,0.625,
3O-3qu8Smvp6iQmgiYy8JeCiR2qGQAni4v_mfNDuGFh9STRrvKNuB7ddyjLmyp67sg9BbnyMHfJHfA,euw,grandmaster,,2,1,2.0,4.0,8.5,1,0.5,3,2.625,
3OYc2kTUR_zeuH9x25oswTZG49gP_BOx9lLBHLIxfkp4ru6lw-3YQxZa-4gXV5ZzsRZhc8g6NrOTeA,euw,challenger,,1,1,19.0,4.0,16.0,0,1.0,2,8.75,
3OcbhHzw4KUIA5YidX1W8w-wjDu2sfy8lWiqgyp6Me12vk4rONekMVSDR8QCOqgl4dxp9ZJGIN8TXw,euw,grandmaster,,3,1,4.0,4.0,9.0,2,0.3333333333333333,3,3.25,
3PNb-RnLSxAjMDHtQDfRxUL_FyjnBuv4jg_BXxy4e5CG8q6casFc9CGSZAJ2tsV0nZqtc_ovaU4E0Q,na,grandmaster,,1,0,2.0,9.0,1.0,1,0.0,1,0.3333333333333333,
3Pv9nJL6aUaPYUxPFRIDAaGBBDYAev7TTXC7shf7irlhMoQbvkT4cOD08hJU7j4LtklA5AUFQAGd6w,na,grandmaster,,2,0,2.5,6.5,5.5,2,0.0,3,1.2307692307692308,
3PyIG4_tcGg7jF4eZVcIsQOdE3_RmUdwRtIGFtTg5Ye6dKOEBgHRYMRqDwkdk4648Ps_FLoX5sjWeg,euw,master,,1,1,4.0,4.0,6.0,0,1.0,1,2.5,
3QKTYwnP2qXYmlARlgTfKwpf-7QzWaSdjGGv7Q8hXok9WrRln8F09nRKmDJjz6W7jWqb9rVeTUoJxA,euw,grandmaster,,3,0,1.6666666666666667,8.666666666666666,18.0,3,0.0,3,2.2692307692307696,
3QuQIdg-BQ4kfPnJRD6RUy9fEtR9T5wFyCYXfsXyQktXMgPDdYy_-l4H0GipGpsitkJWaRYD7VmS-w,na,master,,1,0,3.0,5.0,3.0,1,0.0,1,1.2,
3QuR2qgOe0VQdhjO5j6bhSuI4Ufhuz6s0hRnNLxut5722v8VXs1NO6bMIYmu3c2oBj5zOieM4_Rxcw,na,grandmaster,,1,1,5.0,3.0,2.0,0,1.0,1,2.333333333333333,
3RH4UaBBdpqMfj03Zmz3D_e6kwH7WTaqi7MZ6mLVMR_UqjjXbNWX5xQbEBBeI9X63D8ui73DD3ylfQ,euw,challenger,,1,0,7.0,7.0,13.0,1,0.0,2,2.857142857142857,
3RVAbaPKfDKaPRgtoezheNFBhwJf6rTQI_io-i5nOP48eByl5uuJbsg_jPrkuwlxQuxXJDxfIrNEBQ,na,challenger,,1,1,3.0,5.0,14.0,0,1.0,1,3.4,
3RkFIIQLPtmlRYRQG5H6ZqJ2rUjJlcGudDOm5kPXkGZNpvwGUZZVGRkP3gecmf8ier8-6Mq-Afm5nw,euw,grandmaster,,1,0,8.0,10.0,2.0,1,0.0,1,1.0,
3SWn2GRLEPYd48xwIUAjSGD_A1Yf3_AXgBRRBwAND864sTssRP1PTGweqdQXtZ_XVefT4UxY_BFgUg,na,challenger,,1,0,13.0,6.0,4.0,1,0.0,1,2.833333333333333,
3SZRLs6co50d-EahvgCijpFMcUNGIHMZoYnEonJEePfLpEBTFBwrURqqnTphd32Bdw00OwWMGLtxWg,euw,challenger,,5,3,5.4,5.4,6.8,2,0.6,8,2.259259259259259,2131.0
3S_C0Ot4dY-rRWPJ1IJOXsPVmiz1_eU8pwwapo26pV0qUMJAIPeqHjhjN9SCup-CvROAJQbdQBiekg,na,grandmaster,,1,1,10.0,7.0,7.0,0,1.0,1,2.4285714285714284,
3ShFr_i26hAWgegx1YZlav9dHakZMzScg8JSWqT5SuDGXM9DsGXm9SbUtu4pzTnTDwzBQg4EdrOyzg,na,master,,1,0,7.0,8.0,2.0,1,0.0,1,1.125,
3SwtDnqUa-MYhwmgJRljt_QoF0bKzhI-6PgIVVQt7js7h0Miir1Stxxv-jU3JJA4yT0SopHFU9amLA,euw,grandmaster,,1,1,12.0,2.0,4.0,0,1.0,1,8.0,
3T9pFISLDcsSyM8pMRud5hExaSZCFaGlHWuZ2CE7W_f4QfgkAbwra0BIeqsOaYjfgaPmQTv5g8puBg,na,challenger,,1,1,6.0,13.0,9.0,0,1.0,1,1.1538461538461535,
3TtEVOd2nWgPLGisJto77lfk1kz95SpTQRblrUxs9pgRewWo0MGhnmDqqUQ9ISK8gZbsk_GAtaLjiQ,euw,challenger,,4,3,4.75,5.0,10.25,1,0.75,5,3.0,
3UWsZ3guPbIsXgsZ2qZFzoN3fSRrmktqjQOdIGj0a7ECHyfNUXs4MCKowh2cV5DayUNCuwpCTW3NoA,na,challenger,,2,1,5.0,5.0,6.0,1,0.5,2,2.2,
3UuIaq6G3qojQaZF56TAfT0ygyVZoYOHX3kkF_S1eAZD35kB02-sQSVtvNnCsqHJsXEfaxRzBk6c7Q,na,challenger,,2,2,4.5,4.5,25.0,0,1.0,2,6.555555555555555,
3VNfvZT-Kgvg4LKfBhea6m2yf1hmUVZYtVlkUS4TkeW9GONCRdb5wob-LdkEPiTvkpaAH6Pf3GPwzQ,euw,grandmaster,,3,2,4.333333333333333,4.666666666666667,5.666666666666667,1,0.6666666666666666,3,2.142857142857143,1476.0
3VUrRAIqZcTEE_jl2EWnk0zCYNlfeR98bs3eqyRB82_rOp4oTe3enFUkR2IqiUfN-GzIlfJEFErBWw,na,challenger,,2,2,0.5,7.5,26.5,0,1.0,2,3.6,
3WTpocpla4Q0LVjKRm-2OnwPsiooDLy1NFB5aVZJSGfh-5Rb7WI6Vnt62G08jv3Ku5WnmesozHMJvg,na,challenger,,1,0,3.0,4.0,6.0,1,0.0,1,2.25,
3XyTmh73Fu4_SzitRkyQaHmo-h5hmIoLrWpvrFQ6o3l__FoOLim8W0AWxzsrqc8I3VAHon2x-IZ2dQ,euw,challenger,,1,0,0.0,6.0,2.0,1,0.0,1,0.3333333333333333,
3Yg79eAycoCiKcUUTZU8W554Lpq-Rjd29ThNznl1KHnD1Uw98Hd9XWLu7IhUzY6B3wo9lENCDbEF0A,na,grandmaster,,1,1,3.0,5.0,28.0,0,1.0,1,6.2,
3Yr8krzuVp2N8YC783d_xlNMCQJxQZCYKjRhODvyxgIokaZseBGRaDxaaPSvfWawju_4O-m6F-5H9w,na,challenger,,1,0,8.0,7.0,6.0,1,0.0,2,2.0,
